Numero sentiero tratta;Competenza;Denominazione;Difficoltà;Località inizio;Località fine;Quota inizio;Quota fine;Quota minima;Quota massima;Lunghezza plaminetrica;Lunghezza inclinata;Tempo andata;Tempo ritorno;Gruppo montagne interessate;Comuni toccati,miovalore,cancellato
O465;SEZ. SAT FIAVÈ;;E;BIVEDO - frazione di Bleggio Superiore;PASSO DURON;762;1000;762;1449;7000;7140;03:10;03:00;LEDRENSI / Pichea - Gavardina - Cogorna;Bleggio Superiore,18,0
O465B;SEZ. SAT PONTE ARCHE;;E;PONTE PIA' - SS 237 km 97,5 (b.346);TREVIE (b.465);450;935;450;975;5700;5770;02:10;01:50;LEDRENSI / Pichea - Gavardina - Cogorna;Bleggio Inferiore,10,0
O466;SEZ. SAT TIONE;;E;MADONNA DEL LARES;BOCHET DE LA MEDA (b.463);788;1876;788;1876;5350;5500;02:40;01:50;LEDRENSI / Pichea - Gavardina - Cogorna;Tione di Trento,14,0
O470;SEZ. SAT RIVA DEL GARDA;SENTER DEI BECH SAA - E;EEA;CAREGNA DI BIACESA (b.417);CRESTA SSE DI CIMA CAPI (b.405);470;600;470;600;2100;2120;01:00;00:50;LEDRENSI / Rocchetta - Cima Parì;Molina di Ledro,20,0
O471;SEZ. SAT RIVA DEL GARDA;VIA FERRATA DELLE GALLERIE DI GUERRA VF - EEA-F;EEA-F;VAL DEL GAC' (b.470);BOCCA PASUMER (b.405B);570;980;570;1050;2190;2320;01:45;01:20;LEDRENSI / Rocchetta - Cima Parì;Molina di Ledro,10,0
O471A;SEZ. SAT RIVA DEL GARDA;VIA FERRATA DI CIMA ROCCA VF - EEA-F;EEA-F;VERSANTE S DI CIMA ROCCA (b.471);VERSANTE N DI CIMA ROCCA (b.471);1050;1050;1050;1090;400;420;00:20;00:20;LEDRENSI / Rocchetta - Cima Parì;Molina di Ledro,12,0
O472;SEZ. SAT RIVA DEL GARDA;"SENTIERO DEFENSIONMAUER ""ALESSANDRO LUTTERI""";E;CAREGNA DI BIACESA (b.417);QUOTA 450 - in Val Sperone (b.405);440;450;0;450;2130;2150;01:00;01:00;LEDRENSI / Rocchetta - Cima Parì;Molina di Ledro,16,0
O480;SEZ. SAT RIVA DEL GARDA;;E;TENNO-REVEDU' (b.401);BOSCO MONTE SAN PIETRO (b.401);453;990;453;990;3950;4020;02:00;01:30;CASALE - BRENTO - MISONE;Tenno,11,0
O480A;SEZ. SAT RIVA DEL GARDA;;EE;FONTANELLE;VANDRINO (b.480);324;474;0;474;900;920;00:30;00:20;CASALE - BRENTO - MISONE;Tenno,18,0
O500;SEZ. SAT MEZZOCORONA, SEZ. SAT TON, SEZ. SAT TAIO, SEZ. SAT FONDO;SENTIERO ALPINISTICO ATTREZZATO DELLE CIME - SAA - EE e EEA-PD;EE;MEZZOCORONA;RISTORANTE WALDRHUE - pr. Lago Tret (b.512);219;1623;219;2116;50760;51520;022:00;020:45;MONTI D'ANAUNIA / Roen - Corno Tres, MONTI D'ANAUNIA / Macaiòn - Pénegal;Mezzocorona, Ton, Tres, Vervò, Coredo, Sfruz, Amblar, Cavareno, Ruffré, Sarnonico, Ronzone, Malosco, Fondo,15,0
O501;SEZ. SAT TAIO;;E;SETTE LARICI;BOCCA DI VAL CALANA (b.500);1152;1844;1090;1844;7400;7500;03:20;02:45;MONTI D'ANAUNIA / Roen - Corno Tres;Coredo, Sfruz, Amblar,16,0
O502;SEZ. SAT MEZZOCORONA;;E;PIANIZZIA - CROSARA (b.507);FAVOGNA - località Tratt (b.502B);680;1010;680;1010;4420;4490;02:15;01:45;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Roveré della Luna,17,0
O502A;SEZ. SAT MEZZOCORONA;NUOVO COLLEGAMENTO;E;PIANIZZIA (b.502-507);BIVIO PER LA CALCARA (b.502B);655;675;655;675;280;300;00:10;00:10;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Roveré della Luna,17,0
O502B;SEZ. SAT MEZZOCORONA;;E;VAL DEI MOLINI - FRIEDERICH (b.507);FAVOGNA - località Tratt (b.502);389;1010;389;1010;2360;2470;01:45;01:10;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Roveré della Luna,11,0
O503;SEZ. SAT TAIO;;E;TAIO;QUOTA 1700 (b.500);548;1700;548;1700;11120;11240;04:20;03:20;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Tres, Vervò,15,0
O504;SEZ. SAT TAIO;SENTIERO MAESTRO;E;SANZENO;COREDO - località Ciavasoz;615;840;613;840;2680;2710;01:15;01:00;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Sanzeno, Coredo,11,0
O505;SEZ. SAT MEZZOCORONA;VIA FER.DEL BURRONE VF - EEA-PD;EEA-PD;ISCHIA - Mezzocorona;BAIT DEI MANZI (b.506);229;858;229;858;2980;3070;02:15;00:00;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Mezzocorona,19,0
O505A;SEZ. SAT MEZZOCORONA;"VIA FER. DEL BURRONE ""TULLIO GIOVANELLI"" VARIANTE DELLA CASCATA - VF - EEA-D";EEA-D;QUOTA 260 (b.505);QUOTA 300 (b.505);260;300;260;300;200;210;00:20;00:00;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Mezzocorona,10,0
O506;SEZ. SAT MEZZOCORONA;;E;MONTE DI MEZZOCORONA (b.500);BAIT DEI AISELI (b.500);891;1416;858;1416;4900;4980;02:10;01:50;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Mezzocorona,15,0
O507;SEZ. SAT MEZZOCORONA;;E;ROVERE' DELLA LUNA;PLON (b.500);287;1000;287;1270;9750;9970;04:20;03:40;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Roveré della Luna, Mezzocorona,20,0
O508;SEZ. SAT FONDO;;E;MALOSCO;MONTE PENEGAL (b.500);1089;1737;1089;1737;6900;6960;02:30;01:50;MONTI D'ANAUNIA / Macaiòn - Pénegal;Malosco, Ronzone, Cavareno,17,0
O509;SEZ. SAT TON;SENTIERO DELLA BODRINA (O DELLA BARA);E;VIGO DI TON;PASCOLO MALGA BODRINA (b.500);452;1580;452;1580;4890;5080;03:30;02:30;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Ton,11,0
O510;SEZ. SAT TON;;E;MOLINI - ponte sul Rio Rinassico (b.509);VALICO PRA' D'ARZA (b.500);513;1540;513;1540;5990;6110;03:10;02:20;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Ton,15,0
O511;SEZ. SAT FONDO;;E;EL RAM (b.513);LAGO DI TRET - o di Santa Maria (b.512);1100;1604;1100;1628;6100;6140;02:30;02:00;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,18,0
O511A;SEZ. SAT FONDO;;E;MALGA DI FONDO (b.511);CROSARA (b.513);1488;1640;1450;1640;5050;5080;01:40;01:20;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,16,0
O511B;SEZ. SAT FONDO;;T;INCROCIO STRADA LAURES - parcheggio (b.511A);PRADI DA LAURES (b.500);1450;1600;1450;1600;2100;2110;00:40;00:30;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,15,0
O512;SEZ. SAT FONDO;;E;TRET (b.541-542);RISTORANTE WALDRHUE - pr. Lago Tret (b.500);1150;1623;1150;1623;4080;4140;01:30;01:15;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,16,0
O513;SEZ. SAT FONDO;;E;FONDO - Lago Smeraldo (b.522-542);CROCE SUL MACAION (b.500);1001;1865;1001;1865;9400;9470;03:20;02:30;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,10,0
O514;SEZ. SAT FONDO;;T;CENTRO SCI FONDO REGOLE;BAIT DEL PRINZ - bivio 545-AVS (b.500);1279;1544;1279;1544;7700;7750;02:30;02:15;MONTI D'ANAUNIA / Macaiòn - Pénegal;Ruffré, Cavareno, Malosco, Fondo, Ronzone,12,0
O515;SEZ. SAT FONDO;;E;RONZONE - piscina, campo sportivo;PASSO MENDOLA - bivio 521-CAI (b.500-527);1097;1363;1097;1400;5800;5840;02:10;01:45;MONTI D'ANAUNIA / Macaiòn - Pénegal;Ronzone, Sarnonico, Ruffré,15,0
O516;SEZ. SAT TON;;E;MASI DI VIGO;MALGA BODRINA (b.509);415;1557;415;1557;5340;5530;03:45;02:40;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Ton,19,0
O516A;SEZ. SAT TON;;T;QUOTA 505 (b.516);pr. LA TORRE DI VISIONE (b.516B);505;650;505;650;1250;1260;00:30;00:20;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Ton,20,0
O516B;SEZ. SAT TON;SENTIERO ATTREZZATO DEL CRONELLO SAA - EEA-F;EEA-F;ROCCHETTA - strada del Masetto;AL TREI (b.516);264;1000;264;1000;2859;3020;02:30;01:50;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Mezzocorona, Ton,13,0
O517;SEZ. SAT FONDO;VIA DELLE REGOLE;E;STRADA VECLA PAR TRET (b.542);QUOTA 1673 (b.500);1090;1673;1090;1700;7120;7190;02:30;02:00;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,13,0
O518;SEZ. SAT MEZZOCORONA;;E;RIFUGIO e MALGA CRAUN (b.507);CIMA ROCCAPIANA (b.500);1222;1873;1222;1873;2320;2410;01:45;01:20;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Roveré della Luna, Mezzocorona, Ton,10,0
O519;SEZ. SAT MEZZOCORONA;SENTIERO ATTREZZATO DEI CADINEI SAA - EE;EE;VAL DEL RIVO BOSCONERO (b.502);VILPUA (b.507);900;1150;900;1250;2600;2660;01:50;01:40;MONTI D'ANAUNIA / Cime di Vigo - Craunel;Roveré della Luna,18,0
O522;SEZ. SAT FONDO;SENTIERO ATTREZZATO DEL MONDINO SAA - EE;EE;FONDO - Lago Smeraldo (b.513-542);FONDO;1001;988;806;1012;7000;7080;03:30;03:30;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo, Castelfondo,14,0
O524;SEZ. SAT TAIO;;E;VERVO';CIMONI (b.500);935;1600;835;1600;8160;8250;03:30;03:00;MONTI D'ANAUNIA / Roen - Corno Tres;Vervò,18,0
O525;SEZ. SAT TAIO;;E;MALGA NUOVA DI COREDO - o Zuol (b.530);COSTA LARGA - BELLAVISTA (b.500);1562;1647;1562;1647;1300;1310;00:30;00:30;MONTI D'ANAUNIA / Roen - Corno Tres;Coredo, Tres,19,0
O526;SEZ. SAT TAIO;;E;MALGA RODEZA - o Malga di Tres (b.503);QUOTA 1600 (b.500);1570;1600;1570;1600;1000;1010;00:30;00:30;MONTI D'ANAUNIA / Roen - Corno Tres;Coredo, Tres,15,0
O527;SEZ. SAT FONDO;;E;"CAVARENO - Sentiero ""Dria al Fos""";PASSO MENDOLA - bivio 521-CAI (b.500-515);1000;1363;1000;1363;5500;5550;02:00;01:40;MONTI D'ANAUNIA / Roen - Corno Tres;Cavareno, Ruffré,13,0
O528;SEZ. SAT TAIO;;E;MALGA SANZENO (b.537);MONTE ROEN - bivio 523-CAI (b.500);1614;2116;1614;2116;3800;3840;01:40;01:10;MONTI D'ANAUNIA / Roen - Corno Tres;Sfruz, Amblar,17,0
O528A;SEZ. SAT TAIO;;E;MALGA DI SMARANO e SFRUZ (b.528);QUOTA 1985 (b.500);1925;1985;1925;1985;1970;1980;00:45;00:40;MONTI D'ANAUNIA / Roen - Corno Tres;Sfruz, Amblar,17,0
O529;SEZ. SAT RALLO;;E;DERMULO - chiesa in via del Borgo;GRETO DEL TORRENTE NOCE;385;385;385;420;1100;1120;00:35;00:45;MONTI D'ANAUNIA / Roen - Corno Tres;Tassullo, Taio,16,0
O530;SEZ. SAT TAIO;;E;pr. PRATI BUS DA SPIN (b.503);MALGA VECCHIA DI COREDO (b.501);1436;1624;1424;1624;6000;6030;02:00;01:50;MONTI D'ANAUNIA / Roen - Corno Tres;Tres, Coredo, Sfruz,19,0
O531;SEZ. SAT FONDO;;E;AMBLAR;ex MALGA DI AMBLAR - Bivacco (b.537);986;1729;986;1729;5200;5280;02:30;01:30;MONTI D'ANAUNIA / Roen - Corno Tres;Amblar,11,0
O533;SEZ. SAT TAIO;;E;PREDAIA - località lapide (b.503);SELLA DI FAVOGNA - bivio 3-AVS(b.500);1300;1563;1300;1563;7100;7140;02:10;02:00;MONTI D'ANAUNIA / Roen - Corno Tres;Tres, Vervò,19,0
O535;SEZ. SAT FONDO;SENTER DE L'ORS;E;SALTER;DOSS CANESTRINI - Val Verdès (b.537);947;820;680;947;2700;2750;01:00;01:10;MONTI D'ANAUNIA / Roen - Corno Tres;Romeno, Coredo,20,0
O537;SEZ. SAT TAIO;;E;COREDO;RIF. MALGA DI ROMENO - bivio 560-CAI (b.500);873;1773;820;1773;12120;12260;04:40;04:00;MONTI D'ANAUNIA / Roen - Corno Tres;Coredo, Don, Amblar,14,0
O539;SEZ. SAT FONDO;;E;VALLE DI SAN ROMEDIO (b.535);PRA' GRANT (b.537);680;1440;680;1440;7700;7780;03:00;02:20;MONTI D'ANAUNIA / Roen - Corno Tres;Romeno, Don, Coredo,19,0
O541;SEZ. SAT FONDO;;E;DOVENA (b.522);TRET (b.512-542);1020;1150;980;1150;5100;5160;01:25;01:25;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,20,0
O541A;SEZ. SAT FONDO;;EE;VALLE DEL NOVELLA (b.541);MAS DAL TOPA (b.542);1000;1140;940;1140;1900;1930;00:50;00:40;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,12,0
O542;SEZ. SAT FONDO;;EE;FONDO - Lago Smeraldo (b.513-522);TRET (b.512-541);1000;1160;1000;1160;6800;6870;02:00;01:45;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,15,0
O543;SEZ. SAT FONDO;SENTIER DAL VERM;EE;CENTRALE ALTA NOVELLA (b.522);QUOTA 1080 (b.542);806;1080;806;1080;1200;1240;01:00;00:45;MONTI D'ANAUNIA / Macaiòn - Pénegal;Fondo,12,0
O601;SEZ. SAT RIVA DEL GARDA;"SENTIERO DEL ""SEGRON""";E;TORBOLE - piazza Vittorio Veneto;RIFUGIO ALTISSIMO (b.622-633-651);70;2059;70;2059;12700;12970;06:45;05:10;MONTE BALDO - MONTE ALTISSIMO;Nago-Torbole,11,0
O601A;SEZ. SAT RIVA DEL GARDA;SENTIERO DEL DOS DEI FRASSINI (Variante del Segron);E;QUOTA 550 del Dos Segron (b.601);QUOTA 560 del Dos Frassini (b.601);550;560;550;582;350;370;00:10;00:10;MONTE BALDO - MONTE ALTISSIMO;Nago-Torbole,19,0
O601B;SEZ. SAT RIVA DEL GARDA;GIRO DEL DOSS ALTO DI NAGO;E;MALGA ZURES (b.601);ex CIMITERO DI GUERRA (b.601C);685;825;678;825;4150;4210;01:10;01:00;MONTE BALDO - MONTE ALTISSIMO;Nago-Torbole,16,0
O601C;SEZ. SAT RIVA DEL GARDA;;E;SAS SEGA (b.601B);TORNANTE PRESSO MALGA CASINA (b.601);767;1006;767;1015;2220;2290;01:10;00:45;MONTE BALDO - MONTE ALTISSIMO;Nago-Torbole,14,0
O602;SEZ. SAT VEZZANO;;E;ex RIFUGIO CESARE BATTISTI;RANZO - piazza don Alfonso Amistadi;2098;746;746;2098;16110;16270;05:10;06:10;PAGANELLA - MONTE GAZZA;Vezzano, Terlago,11,0
O602B;SEZ. SAT MEZZOLOMBARDO;;E;MEZZOLOMBARDO;INIZIO PAESE DI FAI (b.603);226;941;226;941;2990;3150;02:30;01:50;PAGANELLA - MONTE GAZZA;Mezzolombardo,18,0
O602C;SEZ. SAT MEZZOLOMBARDO;;E;PIANI - AL CASTAGNETO;VAL DEL RI (b.602B);310;620;310;680;3110;3170;01:00;00:50;PAGANELLA - MONTE GAZZA;Mezzolombardo,14,0
O603;SEZ. SAT MEZZOLOMBARDO;GIRO DEL FAUSIOR;E;SANTEL - SP 64  (b.680);INIZIO PAESE DI FAI (b.602B);1033;941;0;1390;6790;6900;02:50;03:00;PAGANELLA - MONTE GAZZA;Fai della Paganella, Spormaggiore, Mezzolombardo,12,0
O603A;SEZ. SAT MEZZOLOMBARDO;SENTIERO DELLE MOZZANE;E;STRADA FORESTALE LASTONI (b.603);BAITA CAMPEDEL (b.603);1150;1364;1150;1364;2500;2530;01:00;00:45;PAGANELLA - MONTE GAZZA;Fai della Paganella, Spormaggiore,11,0
O604;SEZ. SAT MEZZOLOMBARDO;;E;BOCCA DELLE SCALACE (b.603);LASTON (b.603);1260;1390;1260;1465;3620;3660;01:20;01:10;PAGANELLA - MONTE GAZZA;Fai della Paganella, Mezzolombardo,16,0
O606;SEZ. SAT VEZZANO;;E;CASALE - pr. Monte Terlago (b.627);PASSO DI SANT'ANTONIO (b.602);760;1893;760;1893;4200;4380;03:10;02:15;PAGANELLA - MONTE GAZZA;Terlago,12,0
O607;SEZ. SAT SOPRAMONTE;;E;pr. PIANI DI MEZAVIA (b.621);VERSANTE N CIMA CORNETTO (b.617-636);1210;2100;1180;2100;8850;8980;04:15;03:15;BONDONE - TRE CIME;Trento, Cavedine,10,0
O608;"SEZ. SAT ARCO, RIF. STIVO ""PROSPERO MARCHETTI""";;E;BOLOGNANO D'ARCO - Istituto Missionario;"RIF. STIVO ""PROSPERO MARCHETTI"" (b.617-617B)";184;2009;184;2009;10200;10460;05:20;03:50;MONTE STIVO;Arco,11,0
O608B;SEZ. SAT ARCO;;E;PASSO SANTA BARBARA (b.637);LE PRESE (b.608);1169;1480;1169;1480;3300;3330;01:00;00:45;MONTE STIVO;Arco,11,0
O609;SEZ. SAT ARCO;;E;SALVE REGINA (b.608);MONTE VELO (b.608);560;1050;560;1050;2900;2960;01:30;01:10;MONTE STIVO;Arco,14,0
O610;SEZ. SAT VEZZANO;;EE;COVELO - edicola di Sant'Antonio (b.612);PASSO DI SAN GIACOMO (b.602);610;1963;610;1963;4400;4620;03:50;02:20;PAGANELLA - MONTE GAZZA;Terlago,17,0
O611;SEZ. SAT PRESSANO, SEZ. SAT TRENTO;;EE;ISCHIA PODETTI - discarica;ALBERGO LILLA;200;434;200;645;4900;4990;02:10;01:50;PAGANELLA - MONTE GAZZA;Terlago, Trento,20,0
O612;SEZ. SAT MOLVENO, SEZ. SAT VEZZANO;;E;pr. PARK HOTEL AL LAGO;COVELO;840;585;585;1667;9400;9650;04:30;05:00;PAGANELLA - MONTE GAZZA;Molveno, Vezzano, Terlago,17,0
O612B;SEZ. SAT VEZZANO;;E;QUOTA 836 (b.627);EDICOLA DELL'AVE MARIA (b.612);836;936;836;936;700;710;00:20;00:15;PAGANELLA - MONTE GAZZA;Vezzano,11,0
O613;SEZ. SAT VEZZANO, SEZ. SAT SAN LORENZO IN BANALE;;E;CASTEL TOBLINO;NEMBIA;247;826;247;826;9710;9820;03:15;02:45;PAGANELLA - MONTE GAZZA;Calavino, Vezzano, S. Lorenzo in Banale,10,0
O614;SEZ. SAT RAVINA;SENTIERO DEL GUARDADOCIO;E;MASO GRIL;GARNIGA VECCHIA - Cà de Sora;409;933;409;933;3200;3260;01:30;01:00;BONDONE - TRE CIME;Trento, Garniga,15,0
O614A;SEZ. SAT RAVINA;;EE;ROMAGNANO;pr. DOSS BRUN (b.614);204;425;204;425;1780;1800;00:40;00:30;BONDONE - TRE CIME;Trento,19,0
O615;SEZ. SAT TRENTO;;E;VALLENE - fontana;SORGENTE DES (b.611);705;590;590;750;3100;3130;01:00;01:10;PAGANELLA - MONTE GAZZA;Terlago,18,0
O617;SEZ. SAT ARCO, SEZ. SAT ROVERETO, SEZ. SAT VEZZANO;;EE;"RIF. STIVO ""PROSPERO MARCHETTI"" (b.608-617B)";VERSANTE N CIMA CORNETTO (b.607-636);2009;2100;1590;2100;10680;10860;05:30;05:20;MONTE STIVO;Arco, Villa Lagarina, Drena, Cavedine, Cimone,17,0
O617B;SEZ. SAT ARCO;;EE;"RIF. STIVO ""PROSPERO MARCHETTI"" (b.608-617)";QUOTA 1810 (b.617);2009;1810;1810;2059;1500;1540;00:40;00:45;MONTE STIVO;Drena,12,0
O618;SEZ. SAT VEZZANO;;E;VEZZANO;COSTA DEI CAVAI (b.607);393;1820;393;1820;10000;10210;04:40;03:20;BONDONE - TRE CIME;Vezzano, Padergnone, Calavino, Lasino, Cavedine,18,0
O619;SEZ. SAT VEZZANO;STRADA DEI BROZI;E;CALAVINO (b.619B);MONPIANA (b.618);406;940;406;940;3600;3660;01:30;01:00;BONDONE - TRE CIME;Calavino,20,0
O619B;SEZ. SAT VEZZANO;;E;CALAVINO (b. 619);ex MASO CONZETA (b.618);406;665;350;665;2600;2660;01:00;00:50;BONDONE - TRE CIME;Calavino, Padergnone,10,0
O621;SEZ. SAT SOPRAMONTE;;E;SOPRAMONTE pressi campo sportivo (b.628);CENTRO FONDO VIOTE (b.607);624;1566;624;1566;7300;7410;03:00;02:00;BONDONE - TRE CIME;Trento,15,0
O622;"RIF. ALTISSIMO ""DAMIANO CHIESA""";;E;SAN GIACOMO;RIFUGIO ALTISSIMO (b.601-633-651);1196;2059;1194;2059;4700;4800;02:45;02:00;MONTE BALDO - MONTE ALTISSIMO;Brentonico,18,0
O623;"SEZ. SAT VAL DI GRESTA, RIF. STIVO ""PROSPERO MARCHETTI""";;E;ALBERGO PASSO BORDALA;MALGA CAMPO DI ARCO (b.666);1253;1383;0;1682;5000;5100;02:20;02:20;MONTE STIVO;Isera, Villa Lagarina, Arco,17,0
O623B;SEZ. SAT ROVERETO;SENTIERO DEI SERBI;E;SP 47 PER PASSO BORDALA;QUOTA 1640 (b.623);1044;1640;0;1640;2770;2870;02:00;01:30;MONTE STIVO;Villa Lagarina,14,0
O624;SEZ. SAT BRENTONICO;;E;pr. MALGA CAMPEI DI SOTTO (b.650);SELLA NE MONTE VARAGNA (b.601);1306;1720;1306;1720;2200;2260;01:15;01:00;MONTE BALDO - MONTE ALTISSIMO;Brentonico,12,0
O624B;SEZ. SAT BRENTONICO;;E;CRESTA NE MONTICELLO (b.650);CRINALE N DEL PAROL (b.624);1562;1597;1544;1597;1800;1820;00:50;00:45;MONTE BALDO - MONTE ALTISSIMO;Brentonico,11,0
O625;SEZ. SAT RAVINA, SEZ. SAT SARDAGNA;;E;BELVEDERE DI RAVINA;SARDAGNA (b.645);247;573;247;620;3000;3080;01:20;01:00;BONDONE - TRE CIME;Trento,14,0
O626;SEZ. SAT RAVINA;SENTIERO DELLA VAL DI GOLA;E;RAVINA (b.691);CIMA PALON;254;2098;254;2098;10600;10810;05:45;04:00;BONDONE - TRE CIME;Trento, Garniga,15,0
O627;SEZ. SAT TRENTO;SENTIERO SAN VILI - S.V.;E;VELA - rione di Trento;RANZO - croce pressi chiesetta di SV (b.613);195;721;195;1005;24900;25230;010:00;09:30;PAGANELLA - MONTE GAZZA;Trento, Terlago, Vezzano,12,0
O627B;SEZ. SAT TRENTO;;E;MARGONE (b.627);pr. MALGA BAEL (b.602);945;1089;945;1089;1680;1690;00:40;00:30;PAGANELLA - MONTE GAZZA;Vezzano,17,0
O628;SEZ. SAT SOPRAMONTE;;E;SOPRAMONTE pressi campo sportivo (b.621);MALGA DI BASELGA - o Mezavia (b.607);624;1180;624;1180;7490;7550;03:00;02:20;BONDONE - TRE CIME;Trento,11,0
O630;SEZ. SAT ALDENO;VIA FERRATA SPARAVEI VF - EEA-F;EEA-F;ALDENO;CIMA VERDE (b.636);210;2102;210;2102;9070;9350;05:40;04:00;BONDONE - TRE CIME;Garniga, Cimone, Aldeno,12,0
O630A;SEZ. SAT ALDENO;SENTIERO POSTAL;E;QUOTA 304 (b.630);QUOTA 515 (b.630);304;515;0;515;1190;1240;00:50;00:40;BONDONE - TRE CIME;Garniga, Cimone, Aldeno,10,0
O630B;SEZ. SAT ALDENO;;E;VIOTE/GERVASI (b.636);ACQUA DEL MANDRET (b.630);1534;1750;0;1750;2100;2120;01:00;00:45;BONDONE - TRE CIME;Garniga,19,0
O631;SEZ. SAT ALDENO;SENTIERO DEL PERCH - EE;EE;ALDENO - bivio SP 25 per Garniga;pr. CAPUTEL DE LA PESCHIERA;224;698;224;698;2305;2420;01:40;01:10;BONDONE - TRE CIME;Garniga, Cimone, Aldeno,11,0
O633;"SEZ. SAT BRENTONICO, RIF. ALTISSIMO ""DAMIANO CHIESA""";;E;VAL DE VIC - presso San Giacomo;RIFUGIO ALTISSIMO (b.601-622-651);1173;2059;1173;2059;6100;6210;02:30;01:45;MONTE BALDO - MONTE ALTISSIMO;Brentonico, Nago-Torbole,18,0
O635;SEZ. SAT VEZZANO;SENTIERO DEI CARBONERI;E;VIGO CAVEDINE;CANALE (b. 617);606;1959;606;1959;8400;8570;04:30;03:10;BONDONE - TRE CIME;Cavedine,11,0
O636;SEZ. SAT TRENTO;SENTIERO NATURALISTICO DELLE TRE CIME;E;VIOTE - GERVASI (b.630B);VERSANTE N CIMA CORNETTO(b.607-617);1534;2100;1534;2102;4900;5010;02:40;02:15;BONDONE - TRE CIME;Garniga, Trento, Cimone,16,0
O637;SEZ. SAT ARCO;;E;NAGO;PASSO SANTA BARBARA (b.608B);229;1169;229;1169;5700;5820;03:30;02:45;MONTE STIVO;Nago-Torbole, Arco, Ronzo-Chienis,18,0
O638;SEZ. SAT ALDENO;SENTIERO ALPINISTICO DEL CORAZA SAA - EE;EEA;PIETRA;SELLA NE DOSS D'ABRAMO (b.636);700;2070;0;2070;3500;3820;04:30;03:20;BONDONE - TRE CIME;Cimone,14,0
O638A;SEZ. SAT ALDENO;VIA FERRATA DEL DOSS D'ABRAMO VF - EEA-F;EEA-F;VERSANTE SE DOSS D'ABRAMO (b.638);pr. SELLA SO DOSS D'ABRAMO (b.636);2070;2050;2050;2133;800;820;00:40;00:40;BONDONE - TRE CIME;Cimone,17,0
O640;SEZ. SAT ROVERETO, SEZ. SAT VEZZANO;;E;CAPITEL DE DOERA - pressi Lago di Cei;BAIT DEI AMIZI (b.635);941;1100;941;1590;5140;5280;03:10;03:00;BONDONE - TRE CIME;Villa Lagarina, Cavedine,17,0
O642;SEZ. SAT ROVERETO;LA DIRETTISSIMA;E;PATONE;MALGA SOMATOR (b. 673);610;1311;610;1311;3660;3760;02:00;01:30;MONTE STIVO;Isera, Mori,10,0
O643;SEZ. SAT ANDALO;;E;LAGHET - frazione di Andalo;PASSO DI SAN GIOVANNI (b.602-612-644);1025;1667;1025;1667;6700;6790;02:50;02:10;PAGANELLA - MONTE GAZZA;Andalo, Molveno, Vezzano,19,0
O644;SEZ. SAT MOLVENO;SENTER - LA MARS;E;pr. GRAND HOTEL MOLVENO;PASSO DI SAN GIOVANNI (b.602-612-643);840;1667;840;1667;4500;4590;02:30;01:50;PAGANELLA - MONTE GAZZA;Molveno, Vezzano,20,0
O645;SEZ. SAT SARDAGNA;SENTIERO TRENTO NOSTRA;E;PIEDICASTELLO - rione di Trento;VANEZE;203;1290;203;1290;6100;6230;03:00;02:10;BONDONE - TRE CIME;Trento,10,0
O648;SEZ. SAT SARDAGNA;"SENTIERO ""PERO DEGASPERI""";E;LA CROS - ORTI (b.625);BOCCA DEL LUPO - presso Monte Alto (b.691);598;984;598;984;2200;2260;01:30;01:00;BONDONE - TRE CIME;Trento,12,0
O649;SEZ. SAT AVIO;;EE;VALLE DEI MOLINI - 1,5 km da Avio;BUSA DEI PREERI;242;680;242;680;2100;2150;01:20;01:00;MONTE BALDO - MONTE ALTISSIMO;Avio,10,0
O650;SEZ. SAT BRENTONICO;SENTIERO ATTREZZATO DELLE VIPERE SAA - EE;EE;SAN VALENTINO (b.654);FESTA - frazione di Brentonico;1330;885;885;1635;11100;11260;04:00;04:40;MONTE BALDO - MONTE ALTISSIMO;Brentonico,16,0
